"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BKM00014657","2020-10","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","3,S","13","3,S","0","3,S","","","","","20201004",",3,S","","","","","27.4","3,S,04,","","","","","","","","","21.30","3,,,S","",""
"BKM00014657","2020-11","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","3,S","3","3,S","0","3,S","","","","","20201105",",3,S","","","","","24.8","3,S,05,","","","","","","","","","17.69","3,,,S","",""
"BKM00014657","2021-01","42.917","17.6","14.0","NEUM, BK","","","19","4,S","15","4,S","2","4,S","","","","","0","2,S","0","2,S","0","2,S","","","20210126",",4,S","20210123",",2,S","","","59.9","4,,S,26,","15.5","2,S,23,","","","","","212.1","4,,,S","","","10.69","2,,,S","",""
"BKM00014657","2021-03","42.917","17.6","14.0","NEUM, BK","","","","","","","","","0","5,S","0","5,S","0","1,S","1","1,S","0","1,S","20210319",",5,S","","","20210330",",1,S","3.7","5,S,19,","","","22.6","1,S,30,","","","","","","","11.04","6,S","14.93","1,,,S","7.14","5,,,S"
"BKM00014657","2021-08","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","3,S","28","3,S","16","3,S","","","","","20210814",",3,S","","","","","37.8","3,S,14,","","","","","","","","","32.25","3,,,S","",""
"BKM00014657","2021-09","42.917","17.6","14.0","NEUM, BK","","","5","1,S","1","1,S","0","1,S","0","5,S","0","5,S","0","2,S","28","2,S","1","2,S","20210924",",5,S","20210919",",1,S","20210914",",2,S","14.7","5,S,24,","12.7","1,,S,19,","33.3","2,S,14,","","","","","15.7","1,,,S","23.06","6,S","27.21","2,,,S","18.91","5,,,S"
"BKM00014657","2021-10","42.917","17.6","14.0","NEUM, BK","","","8","1,S","4","1,S","1","1,S","","","","","0","1,S","14","1,S","0","1,S","","","20211008",",1,S","20211004","+,1,S","","","87.6","1,,S,08,","27.5","1,S,04,+","","","","","138.0","1,,,S","","","21.00","1,,,S","",""
"BKM00014657","2021-11","42.917","17.6","14.0","NEUM, BK","","","7","1,S","5","1,S","1","1,S","","","","","","","","","","","","","20211130",",1,S","","","","","28.2","1,,S,30,","","","","","","","63.3","1,,,S","","","","","",""
"BKM00014657","2021-12","42.917","17.6","14.0","NEUM, BK","","","1","1,S","1","1,S","1","1,S","","","","","","","","","","","","","20211231",",1,S","","","","","64.3","1,,S,31,","","","","","","","64.3","1,,,S","","","","","",""
"BKM00014657","2022-01","42.917","17.6","14.0","NEUM, BK","","","1",",S","0",",S","0",",S","","","","","0",",S","0",",S","0",",S","","","20220105",",,S","20220115",",,S","","","0.3",",,S,05,","18.5",",S,15,","","","","","0.3",",,,S","","","12.51",",,,S","",""
"BKM00014657","2022-02","42.917","17.6","14.0","NEUM, BK","","","1","1,S","0","1,S","0","1,S","","","","","0",",S","0",",S","0",",S","","","20220215",",1,S","20220223",",,S","","","0.5","1,,S,15,","18.3",",S,23,","","","","","0.5","1,,,S","","","14.64",",,,S","",""
"BKM00014657","2022-03","42.917","17.6","14.0","NEUM, BK","0.0","5,S","1",",S","1",",S","1",",S","0","4,S","0","4,S","0","1,S","1","1,S","0","1,S","20220312",",4,S","20220331",",,S","20220327",",1,S","0.4","4,S,12,","39.9",",,S,31,","21.1","1,S,27,","","","211.2","1,S","39.9",",,,S","10.36","5,S","14.61","1,,,S","6.11","4,,,S"
"BKM00014657","2022-04","42.917","17.6","14.0","NEUM, BK","","","11",",S","6",",S","1",",S","","","","","0","4,S","5","4,S","0","4,S","","","20220401",",,S","20220416",",4,S","","","39.4",",,S,01,","25.3","4,S,16,","","","","","100.6",",,,S","","","18.53","4,,,S","",""
"BKM00014657","2022-05","42.917","17.6","14.0","NEUM, BK","","","2","4,S","0","4,S","0","4,S","","","","","","","","","","","","","20220512",",4,S","","","","","1.0","4,,S,12,","","","","","","","1.3","4,,,S","","","","","",""
"BKM00014657","2022-06","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","1,S","29","1,S","7","1,S","","","","","20220629",",1,S","","","","","36.5","1,S,29,","","","","","","","","","30.62","1,,,S","",""
"BKM00014657","2022-07","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","3,S","28","3,S","16","3,S","","","","","20220716",",3,S","","","","","37.6","3,S,16,","","","","","","","","","32.46","3,,,S","",""
"BKM00014657","2022-09","42.917","17.6","14.0","NEUM, BK","","","4","3,S","0","3,S","0","3,S","","","","","0","3,S","27","3,S","1","3,S","","","20220928","+,3,S","20220907",",3,S","","","0.3","3,,S,28,+","33.2","3,S,07,","","","","","1.2","3,,,S","","","26.39","3,,,S","",""
"BKM00014657","2022-10","42.917","17.6","14.0","NEUM, BK","","","","","","","","","0","4,S","0","4,S","0","2,S","28","2,S","0","2,S","20221005",",4,S","","","20221001",",2,S","13.5","4,S,05,","","","27.6","2,S,01,","","","","","","","19.69","6,S","23.89","2,,,S","15.49","4,,,S"
"BKM00014657","2022-11","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","4,S","6","4,S","0","4,S","","","","","20221101",",4,S","","","","","29.0","4,S,01,","","","","","","","","","18.70","4,,,S","",""
"BKM00014657","2022-12","42.917","17.6","14.0","NEUM, BK","","","","","","","","","","","","","0","4,S","0","4,S","0","4,S","","","","","20221227",",4,S","","","","","18.8","4,S,27,","","","","","","","","","14.93","4,,,S","",""
"BKM00014657","2023-01","42.917","17.6","14.0","NEUM, BK","","","4",",S","2",",S","1",",S","","","","","0","4,S","0","4,S","0","4,S","","","20230111",",,S","20230112",",4,S","","","49.8",",,S,11,","16.4","4,S,12,","","","","","75.8",",,,S","","","13.68","4,,,S","",""
"BKM00014657","2023-02","42.917","17.6","14.0","NEUM, BK","","","1",",S","0",",S","0",",S","","","","","0","1,S","0","1,S","0","1,S","","","20230228",",,S","20230221",",1,S","","","0.8",",,S,28,","19.0","1,S,21,","","","","","0.8",",,,S","","","13.03","1,,,S","",""
"BKM00014657","2023-03","42.917","17.6","14.0","NEUM, BK","","","6",",S","2",",S","0",",S","","","","","0","1,S","2","1,S","0","1,S","","","20230302",",,S","20230324",",1,S","","","11.9",",,S,02,","23.2","1,S,24,","","","","","22.9",",,,S","","","17.01","1,,,S","",""
"BKM00014657","2023-04","42.917","17.6","14.0","NEUM, BK","","","3",",S","0",",S","0",",S","","","","","0","1,S","2","1,S","0","1,S","","","20230415",",,S","20230423",",1,S","","","1.0",",,S,15,","24.2","1,S,23,","","","","","2.0",",,,S","","","18.18","1,,,S","",""
"BKM00014657","2023-05","42.917","17.6","14.0","NEUM, BK","","","7","3,S","0","3,S","0","3,S","","","","","0","2,S","24","2,S","0","2,S","","","20230516",",3,S","20230530",",2,S","","","1.5","3,,S,16,","29.9","2,S,30,","","","","","4.9","3,,,S","","","24.29","2,,,S","",""
"BKM00014657","2023-06","42.917","17.6","14.0","NEUM, BK","","","3","5,S","1","5,S","0","5,S","","","","","0","5,S","25","5,S","2","5,S","","","20230604",",5,S","20230623",",5,S","","","3.8","5,,S,04,","34.2","5,S,23,","","","","","5.1","5,,,S","","","28.11","5,,,S","",""
"BKM00014657","2023-07","42.917","17.6","14.0","NEUM, BK","","","0","1,S","0","1,S","0","1,S","","","","","0",",S","31",",S","16",",S","","","20230731","+,1,S","20230719",",,S","","","0.0","1,,S,31,+","38.9",",S,19,","","","","","0.0","1,,,S","","","32.43",",,,S","",""
"BKM00014657","2023-08","42.917","17.6","14.0","NEUM, BK","","","1",",S","0",",S","0",",S","","","","","0","1,S","30","1,S","14","1,S","","","20230828",",,S","20230827",",1,S","","","0.3",",,S,28,","37.7","1,S,27,","","","","","0.3",",,,S","","","31.50","1,,,S","",""
"BKM00014657","2023-09","42.917","17.6","14.0","NEUM, BK","166.7","5,S","0",",S","0",",S","0",",S","0","3,S","0","3,S","0","2,S","28","2,S","4","2,S","20230924",",3,S","20230930","+,,S","20230906",",2,S","16.9","3,S,24,","0.0",",,S,30,+","34.9","2,S,06,","","","0.0","2,S","0.0",",,,S","24.99","5,S","29.14","2,,,S","20.84","3,,,S"
"BKM00014657","2023-10","42.917","17.6","14.0","NEUM, BK","","","9","1,S","2","1,S","0","1,S","","","","","0","2,S","27","2,S","0","2,S","","","20231022",",1,S","20231003",",2,S","","","23.9","1,,S,22,","29.6","2,S,03,","","","","","34.7","1,,,S","","","25.11","2,,,S","",""
"BKM00014657","2023-11","42.917","17.6","14.0","NEUM, BK","","","4",",S","0",",S","0",",S","","","","","","","","","","","","","20231107",",,S","","","","","1.0",",,S,07,","","","","","","","1.9",",,,S","","","","","",""
"BKM00014657","2023-12","42.917","17.6","14.0","NEUM, BK","","","1","2,S","0","2,S","0","2,S","","","","","0","4,S","0","4,S","0","4,S","","","20231203",",2,S","20231202",",4,S","","","0.3","2,,S,03,","19.8","4,S,02,","","","","","0.3","2,,,S","","","14.87","4,,,S","",""
"BKM00014657","2024-01","42.917","17.6","14.0","NEUM, BK","","","4",",S","1",",S","0",",S","","","","","0","3,S","0","3,S","0","3,S","","","20240115",",,S","20240118",",3,S","","","3.0",",,S,15,","19.7","3,S,18,","","","","","5.6",",,,S","","","13.85","3,,,S","",""
"BKM00014657","2024-02","42.917","17.6","14.0","NEUM, BK","","","3",",S","2",",S","0",",S","","","","","0","3,S","1","3,S","0","3,S","","","20240213",",,S","20240229",",3,S","","","12.2",",,S,13,","21.6","3,S,29,","","","","","25.4",",,,S","","","16.88","3,,,S","",""
"BKM00014657","2024-03","42.917","17.6","14.0","NEUM, BK","","","6","4,S","1","4,S","0","4,S","","","","","","","","","","","","","20240310",",4,S","","","","","2.8","4,,S,10,","","","","","","","10.1","4,,,S","","","","","",""
"BKM00014657","2024-04","42.917","17.6","14.0","NEUM, BK","","","3","2,S","0","2,S","0","2,S","","","","","0","1,S","14","1,S","0","1,S","","","20240427","+,2,S","20240414",",1,S","","","0.8","2,,S,27,+","30.3","1,S,14,","","","","","2.1","2,,,S","","","21.81","1,,,S","",""
"BKM00014657","2024-05","42.917","17.6","14.0","NEUM, BK","","","10","2,S","2","2,S","0","2,S","0","5,S","0","5,S","0","3,S","25","3,S","0","3,S","20240503",",5,S","20240502",",2,S","20240520",",3,S","12.7","5,S,03,","7.1","2,,S,02,","30.2","3,S,20,","","","","","15.5","2,,,S","20.85","7,S","24.91","3,,,S","16.79","5,,,S"
"BKM00014657","2024-06","42.917","17.6","14.0","NEUM, BK","","","5","2,S","1","2,S","0","2,S","","","","","0","3,S","27","3,S","7","3,S","","","20240603",",2,S","20240630",",3,S","","","3.0","2,,S,03,","36.3","3,S,30,","","","","","4.2","2,,,S","","","29.83","3,,,S","",""
"BKM00014657","2024-07","42.917","17.6","14.0","NEUM, BK","","","2","1,S","1","1,S","0","1,S","0","4,S","0","4,S","0","3,S","28","3,S","21","3,S","20240704",",4,S","20240703",",1,S","20240713",",3,S","19.3","4,S,04,","6.4","1,,S,03,","38.8","3,S,13,","","","","","7.9","1,,,S","28.80","7,S","33.50","3,,,S","24.10","4,,,S"
"BKM00014657","2024-08","42.917","17.6","14.0","NEUM, BK","299.2","3,S","","","","","","","0","3,S","0","3,S","0","1,S","30","1,S","24","1,S","20240820",",3,S","","","20240801",",1,S","21.4","3,S,20,","","","38.4","1,S,01,","","","0.0","1,S","","","28.91","3,S","33.35","1,,,S","24.46","3,,,S"
"BKM00014657","2024-09","42.917","17.6","14.0","NEUM, BK","","","8","3,S","5","3,S","2","3,S","","","","","0","1,S","25","1,S","4","1,S","","","20240920",",3,S","20240902",",1,S","","","43.7","3,,S,20,","36.9","1,S,02,","","","","","120.7","3,,,S","","","26.82","1,,,S","",""
"BKM00014657","2024-10","42.917","17.6","14.0","NEUM, BK","","","8",",S","3",",S","0",",S","","","","","0","2,S","28","2,S","0","2,S","","","20241004",",,S","20241009",",2,S","","","8.9",",,S,04,","26.2","2,S,09,","","","","","26.0",",,,S","","","23.13","2,,,S","",""
